        time         |   x    |   y    |  cell   |      rx_level       
 2007-05-28 13:33:52 | 162700 | 590000 | SBAKOV1 |                 -77
 2007-05-28 13:33:53 | 162705 | 589990 | SBAKOV1 |                 -77
 2007-05-28 13:33:53 | 162710 | 589985 | SBAKOV1 | -77.833297729492188
 2007-05-28 13:31:42 | 162710 | 591020 | SBAKOV1 |                 -69
 2007-05-28 13:33:54 | 162715 | 589980 | SBAKOV1 | -78.400001525878906
 2007-05-28 13:31:42 | 162715 | 591025 | SBAKOV1 | -76.199996948242188
 2007-05-28 13:33:54 | 162720 | 589975 | SBAKOV1 |  -78.44439697265625
 2007-05-28 13:33:55 | 162725 | 589970 | SBAKOV1 | -80.333297729492188
 2007-05-28 13:31:41 | 162725 | 591030 | SBAKOV1 |               -78.5
 2007-05-28 13:31:41 | 162725 | 591035 | SBAKOV1 |                 -83
 2007-05-28 13:33:55 | 162735 | 589965 | SBAKOV1 | -84.571403503417969
 2007-05-28 13:31:41 | 162735 | 591040 | SBAKOV1 | -82.199996948242188
 2007-05-28 13:33:56 | 162740 | 589960 | SBAKOV1 | -89.199996948242188
 2007-05-28 13:33:57 | 162745 | 589955 | SBAKOV1 | -89.285697937011719
 2007-05-28 13:33:56 | 162745 | 589960 | SBAKOV1 |                 -91
 2007-05-28 13:31:40 | 162745 | 591050 | SBAKOV1 |                 -84
 2007-05-28 13:33:58 | 162750 | 589945 | SBAKOV1 |               -76.5
 2007-05-28 13:33:57 | 162750 | 589950 | SBAKOV1 |             -82.125
 2007-05-28 13:33:58 | 162755 | 589940 | SBAKOV1 | -77.599998474121094
 2007-05-28 13:31:40 | 162755 | 591055 | SBAKOV1 | -85.400001525878906
 2007-05-28 13:33:59 | 162760 | 589935 | SBAKOV1 | -80.111099243164062
 2007-05-28 13:31:40 | 162760 | 591060 | SBAKOV1 |              -85.75
 2007-05-28 13:34:00 | 162765 | 589925 | SBAKOV1 |                 -82
 2007-05-28 13:31:39 | 162765 | 591065 | SBAKOV1 |               -87.5
 2007-05-28 13:34:00 | 162770 | 589920 | SBAKOV1 |                 -82
 2007-05-28 13:34:01 | 162775 | 589915 | SBAKOV1 | -84.333297729492188
 2007-05-28 13:31:39 | 162775 | 591070 | SBAKOV1 | -83.199996948242188
 2007-05-28 13:34:02 | 162780 | 589905 | SBAKOV1 |               -80.5
 2007-05-28 13:34:02 | 162780 | 589910 | SBAKOV1 | -91.599998474121094
 2007-05-28 13:31:38 | 162780 | 591075 | SBAKOV1 |                 -83
 2007-05-28 13:34:03 | 162785 | 589900 | SBAKOV1 | -76.199996948242188
 2007-05-28 13:34:03 | 162790 | 589895 | SBAKOV1 |                 -79
 2007-05-28 13:31:38 | 162790 | 591085 | SBAKOV1 |              -80.25
 2007-05-28 13:34:04 | 162795 | 589890 | SBAKOV1 |               -84.5
 2007-05-28 13:31:37 | 162795 | 591090 | SBAKOV1 |              -78.25
 2007-05-28 13:34:04 | 162800 | 589885 | SBAKOV1 | -86.666702270507812
 2007-05-28 13:34:05 | 162805 | 589885 | SBAKOV1 |                 -86
 2007-05-28 13:31:36 | 162805 | 591095 | SBAKOV1 |                 -74
 2007-05-28 13:31:36 | 162805 | 591100 | SBAKOV1 |                 -70
 2007-05-28 13:34:05 | 162810 | 589875 | SBAKOV1 |                 -89
 2007-05-28 13:34:05 | 162810 | 589880 | SBAKOV1 | -84.333297729492188
 2007-05-28 13:31:36 | 162810 | 591105 | SBAKOV1 |               -71.5
 2007-05-28 13:34:06 | 162815 | 589875 | SBAKOV1 |                 -88
 2007-05-28 13:31:35 | 162815 | 591110 | SBAKOV1 |                 -72
 2007-05-28 13:34:07 | 162820 | 589870 | SBAKOV1 |                 -85
 2007-05-28 13:34:06 | 162820 | 589875 | SBAKOV1 |                 -87
 2007-05-28 13:34:07 | 162825 | 589865 | SBAKOV1 |               -83.5
 2007-05-28 13:34:07 | 162825 | 589870 | SBAKOV1 |              -81.25
 2007-05-28 13:31:35 | 162825 | 591115 | SBAKOV1 |                 -72
 2007-05-28 13:34:08 | 162830 | 589860 | SBAKOV1 | -90.571403503417969
 2007-05-28 13:31:34 | 162830 | 591120 | SBAKOV1 |              -71.25
 2007-05-28 13:31:34 | 162835 | 591130 | SBAKOV1 | -70.400001525878906
 2007-05-28 13:34:08 | 162840 | 589860 | SBAKOV1 |                 -88
 2007-05-28 13:34:09 | 162845 | 589855 | SBAKOV1 |                 -88
 2007-05-28 13:31:33 | 162845 | 591135 | SBAKOV1 |               -71.5
 2007-05-28 13:34:09 | 162850 | 589850 | SBAKOV1 | -89.285697937011719
 2007-05-28 13:31:33 | 162850 | 591140 | SBAKOV1 |              -72.75
 2007-05-28 13:34:10 | 162855 | 589850 | SBAKOV1 |                 -82
 2007-05-28 13:31:32 | 162855 | 591150 | SBAKOV1 |               -74.5
 2007-05-28 13:34:10 | 162860 | 589845 | SBAKOV1 | -89.142898559570312
 2007-05-28 13:34:11 | 162865 | 589845 | SBAKOV1 | -87.333297729492188
