        time         |   y    |   x    |  cell   |        rscp         
 2004-10-29 00:00:00 | 411090 | 126750 | KZLATA  | -101.09999999999999
 2004-10-29 00:00:00 | 411110 | 126750 | KZLATA  | -100.90000000000001
 2004-10-29 00:00:00 | 411130 | 126760 | KZLATA  |              -103.2
 2004-10-29 00:00:00 | 411150 | 126760 | KZLATA  | -105.59999999999999
 2004-10-29 00:00:00 | 411170 | 126760 | KZLATA  | -98.599999999999994
 2004-10-29 00:00:00 | 411190 | 126760 | KZLATA  | -102.59999999999999
 2004-10-29 00:00:00 | 411210 | 126770 | KZLATA  | -98.400000000000006
 2004-10-29 00:00:00 | 411220 | 126780 | KZLATA  |               -97.5
 2004-10-29 00:00:00 | 411240 | 126790 | KZLATA  | -91.700000000000003
 2004-10-29 00:00:00 | 411260 | 126800 | KZLATA  | -96.299999999999997
 2004-10-29 00:00:00 | 411270 | 126810 | KZLATA  | -99.400000000000006
 2004-10-29 00:00:00 | 411290 | 126820 | KZLATA  | -96.900000000000006
 2004-10-29 00:00:00 | 411300 | 126840 | KZLATA  | -98.799999999999997
 2004-10-29 00:00:00 | 411370 | 126900 | KZLATA  | -97.599999999999994
 2004-10-29 00:00:00 | 411440 | 126970 | KZLATA  |                 -96
 2004-10-29 00:00:00 | 411450 | 126980 | KZLATA  | -96.799999999999997
 2004-10-29 00:00:00 | 411480 | 126980 | KZLATA  | -97.299999999999997
 2004-10-29 00:00:00 | 411500 | 126990 | KZLATA  | -91.099999999999994
 2004-10-29 00:00:00 | 411510 | 127000 | KZLATA  | -96.599999999999994
 2004-10-29 00:00:00 | 411530 | 127010 | KZLATA  | -97.799999999999997
 2004-10-29 00:00:00 | 411550 | 127020 | KZLATA  | -91.900000000000006
 2004-10-29 00:00:00 | 411570 | 127020 | KZLATA  | -94.900000000000006
 2004-10-29 00:00:00 | 411580 | 127030 | KZLATA  | -91.400000000000006
 2004-10-29 00:00:00 | 411600 | 127030 | KZLATA  | -97.099999999999994
 2004-10-29 00:00:00 | 411620 | 127030 | KZLATA  | -94.700000000000003
 2004-10-29 00:00:00 | 411640 | 127020 | KZLATA  | -99.400000000000006
 2004-10-29 00:00:00 | 411660 | 127020 | KRIBLC  | -99.400000000000006
 2004-10-29 00:00:00 | 411680 | 127020 | KZLATA  | -100.59999999999999
 2004-10-29 00:00:00 | 411700 | 127020 | KZLATA  | -102.09999999999999
 2004-10-29 00:00:00 | 411820 | 127000 | KRIBLC  | -77.799999999999997
 2004-10-29 00:00:00 | 412090 | 126890 | KRIBLC  |                 -88
 2004-10-29 00:00:00 | 412140 | 126880 | KRIBLC  |               -87.5
 2004-10-29 00:00:00 | 412210 | 126860 | KRIBLC  |               -94.5
 2004-10-29 00:00:00 | 412230 | 126850 | KRIBLC  | -95.700000000000003
 2004-10-29 00:00:00 | 412250 | 126850 | KRIBLC  | -91.200000000000003
 2004-10-29 00:00:00 | 412410 | 126800 | KRIBLC  |               -98.5
 2004-10-29 00:00:00 | 412450 | 126790 | KRIBLC  |                 -99
 2004-10-29 00:00:00 | 412470 | 126780 | KRIBLC  | -89.900000000000006
 2004-10-29 00:00:00 | 412510 | 126740 | KRIBLC  | -99.799999999999997
 2004-10-29 00:00:00 | 412550 | 126700 | KRIBLC  |                -103
 2004-10-29 00:00:00 | 412570 | 126690 | KRIBLC  | -106.40000000000001
 2004-10-29 00:00:00 | 412580 | 126680 | KZLATA  |              -107.7
 2004-10-29 00:00:00 | 412610 | 126670 | KRIBLC  |              -109.3
 2004-10-29 00:00:00 | 412620 | 126660 | KZLATA  |              -103.2
 2004-10-29 00:00:00 | 412630 | 126670 | KZLATA  | -104.59999999999999
 2004-10-29 00:00:00 | 412690 | 126640 | KZLATA  | -104.09999999999999
 2004-10-29 00:00:00 | 412700 | 126640 | KZLATA  | -99.799999999999997
 2004-10-29 00:00:00 | 412710 | 126640 | KRIBLC  | -101.09999999999999
 2004-10-29 00:00:00 | 412720 | 126630 | KZLATA  | -100.40000000000001
 2004-10-29 00:00:00 | 412730 | 126630 | KZLATA  | -100.40000000000001
 2004-10-29 00:00:00 | 412740 | 126620 | KZLATA  |                -100
 2004-10-29 00:00:00 | 412750 | 126620 | KZLATA  |              -101.7
 2004-10-29 00:00:00 | 412750 | 126650 | KZLATA  | -100.09999999999999
 2004-10-29 00:00:00 | 412750 | 126660 | KZLATA  |               -98.5
 2004-10-29 00:00:00 | 412760 | 126610 | KZLATA  | -100.90000000000001
 2004-10-29 00:00:00 | 412760 | 126640 | KZLATA  | -98.549999999999997
